"Proposal #","Project Title","PI","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Instrument Type","Project #","PI Unit","sponsor type","Sponsor Org Type","Created Date","Total Sponsor Costs","Sponsor Deadline","full proposal title","History Action","History Action By","History Action Date","History Comment","Prime Sponsor Org Type","Resolution","Routing Comment","Routing Date","Routing Status","Total Cost Share","Total Direct Costs","Total Indirect Costs","Total Project Cost","uw is receiving funding as","uwreceiving funding lead other","Actual_Submission_Date","Actual_Funding_Date","FY","Project Number","Project Funding Amount","Award F&A Schedule","College (Subdivision)","Funded","Not Funded","Submitted to Sponsor","Under Consideration","Total_submitted_to_sponsor","First_Proposal_Submission_Date","First_Federal_Grant_Submission_Date"
"25-0036-P0001","SSSBA Marketing & Education","Michael Gary Barker","Funded","American Iron and Steel Institute",NA,"Civil & Architectural Engineering & Construction Management","7/31/2024","12/31/2024","New",NA,"25-0036","Civil & Architectural Engineering & Construction Management","Industry",NA,"7/26/2024 11:54:32 am","15270","7/31/2024","SSSBA Marketing & Education FY25","Status was changed from: Under Consideration to Funded > Status was changed from: Under Review to In Development > Status was changed from: In Development to Under Review > Status was changed from: Submitted to Sponsor to Under Consideration > Certified > Status was changed from: Under Review to Approved > Proposal Created > Status was changed from: Approved to Submitted to Sponsor","Kristi Hargis Stockdale > Thomas Abraham Lentner > Michael Gary Barker > Farrell Jean Rapp","8/21/2024 01:43:12 pm > 7/29/2024 10:19:42 am > 7/29/2024 07:45:56 am > 7/29/2024 10:24:14 am > 7/30/2024 01:53:16 pm > 7/29/2024 11:47:07 am > 7/29/2024 12:31:03 pm > 7/26/2024 11:54:29 am > 7/30/2024 01:52:55 pm","Funded. > Updating form fields for processing > Unsolicited agreement - routing agreement for review > Unsolicited - PI in contact with sponsor.",NA,NA,"Passes pre-award checks.  Draft agreement attached - sent for review.  Similar to previous years' projects with this sponsor.","7/29/2024 12:15:33 pm > 7/29/2024 11:47:07 am > 7/29/2024 12:14:05 pm > 7/29/2024 12:31:03 pm > 7/29/2024 10:25:02 am","Approved > Certified",NA,"10568","4702","15270",NA,"Yes",2024-07-30 13:52:55,"2024-08-21 13:43:12","FY2025","250036A0001",NA,NA,"College of Engineering & Physical Sciences",1,0,0,0,1,"07/07/2023","07/07/2023"
"24-0893-P0001","STARTALK Language Camp Program - 2024","Eric John Nigh","Funded","National Security Agency/Department of Defense",NA,"Politics Public Affairs & International Studies","9/1/2024","8/31/2025","New",NA,"24-0893","Politics Public Affairs & International Studies","U.S. Federal Government",NA,"3/15/2024 05:37:16 pm","137497","3/25/2024","STARTALK Language Camp Program - 2024","Status was changed from: Under Consideration to Funded > Certified > Proposal Created > Assigned to SP Proposal Administrator: Tashina Lemons > Status was changed from: Submitted to Sponsor to Under Consideration > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Under Review to Approved > Status was changed from: In Development to Under Review","Kristi Hargis Stockdale > Shawn A Bunning > Eric John Nigh > Tashina Lemons > Farrell Jean Rapp > Taelor Nielsen","7/23/2024 07:48:44 am > 3/20/2024 11:52:12 am > 3/20/2024 11:48:14 am > 3/15/2024 05:37:15 pm > 3/18/2024 09:06:10 am > 6/14/2024 10:02:09 am > 3/20/2024 02:48:21 pm > 3/29/2024 01:50:19 pm > 3/22/2024 09:29:36 am > 3/20/2024 10:19:35 am","Funded. > Recommended for award 5/29/2024. Award paperwork forthcoming. > Proposal submitted by pi on 3/25/24.",NA,NA,"Once through approvals, Taelor Neilson's effort needs to be updated to 80%.","3/22/2024 08:56:14 am > 3/20/2024 11:48:14 am > 3/20/2024 11:33:57 am > 3/20/2024 02:48:21 pm > 3/20/2024 03:24:47 pm > 3/22/2024 09:29:36 am > 3/20/2024 03:24:39 pm > 3/20/2024 11:52:12 am","Approved > Certified",NA,"108758","28739","137497",NA,"Yes",2024-03-29 13:50:19,"2024-07-23 07:48:44","FY2024","240893A0001",113262.54,"34MTDC1","College of Arts & Sciences",1,0,0,0,1,"09/25/2023","03/25/2024"
"24-1108-P0001","Sagebrush Biome","Anna Lisa D. Chalfoun","Not Funded","U.S. Fish & Wildlife Service/Department of the Interior",NA,"Wyoming Coop Unit","10/1/2024","5/15/2027","New",NA,"24-1108","Wyoming Coop Unit","U.S. Federal Government",NA,"6/26/2024 10:39:04 am","238237","6/28/2024","Within-landscape prioritization of habitat for sagebrush-obligate songbirds to complement the Sagebrush Conservation Design","Status was changed from: Under Review to Approved > Proposal Created > Certified > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded > Status was changed from: In Development to Under Review > Status was changed from: Approved to Submitted to Sponsor","Farrell Jean Rapp > Vanessa Danielle Simoneau > Anna Lisa D. Chalfoun > Thomas Abraham Lentner","6/28/2024 12:58:36 pm > 6/26/2024 10:39:04 am > 6/28/2024 12:24:24 pm > 8/21/2024 08:50:56 am > 6/27/2024 10:15:57 am > 6/28/2024 04:24:24 pm","See tasks > Submitted 06/28/2024",NA,"Not Funded","Expedited review with FJR approval.  Passes pre-award checks.  Ready for review and approval","6/28/2024 12:28:29 pm > 6/28/2024 10:50:50 am > 6/28/2024 12:39:39 pm > 6/28/2024 12:24:24 pm > 6/28/2024 12:58:36 pm","Approved > Certified",NA,"207779","30458","238237",NA,"Yes",2024-06-28 16:24:24,NA,"FY2024","241108A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,1,"06/15/2023","06/15/2023"
"25-0474-P0001","Sagebrush Habitat Elements (WGBGLC)","Anna Lisa D. Chalfoun","Submitted to Sponsor","Wyoming Game and Fish Department",NA,"Wyoming Coop Unit","7/1/2025","12/31/2025","New",NA,"25-0474","Wyoming Coop Unit","Wyoming State Governmental Entities",NA,"1/22/2025 11:24:35 am","17025","1/31/2025","Prioritizing Sagebrush Habitat Elements to Protect Wildlife Diversity in Wyoming","Status was changed from: Approved to Submitted to Sponsor > Proposal Created > Status was changed from: Under Review to Approved > Status was changed from: In Development to Under Review > Certified","Janissa Marie Analissia Martinez > Vanessa Danielle Simoneau > Farrell Jean Rapp > Anna Lisa D. Chalfoun","1/31/2025 02:09:51 pm > 1/22/2025 11:24:35 am > 1/29/2025 10:01:27 am > 1/28/2025 03:48:25 pm > 1/29/2025 09:25:36 am","Submitted to sponsor via email 1/31/25. Proposal 059.",NA,NA,"AP approved the Sponsor limitation on the IDC rate. > Passes pre-award checks.","1/29/2025 10:01:27 am > 1/29/2025 09:24:31 am > 1/29/2025 09:29:21 am > 1/29/2025 09:25:36 am > 1/29/2025 09:35:06 am","Approved > Certified",NA,"17025","0","17025",NA,"Yes",2025-01-31 14:09:51,NA,"FY2025","250474A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,1,0,1,"06/15/2023","06/15/2023"
"25-0497-P0001","Sagebrush Songbird Fitness (Raynes)","Anna Lisa D. Chalfoun","Funded","Meg and Bert Raynes Wildlife Fund",NA,"Wyoming Coop Unit","1/1/2025","2/28/2027","New",NA,"25-0497","Wyoming Coop Unit","Non-Profit Organizations",NA,"1/27/2025 04:38:16 pm","5000","2/1/2025","Influence of diet and food availability on the fitness of sagebrush songbirds during early life stages","Status was changed from: Submitted to Sponsor to Funded > Status was changed from: Under Review to Approved > Status was changed from: In Development to Under Review > Proposal Created > Certified > Status was changed from: Approved to Submitted to Sponsor","John Ruess > Farrell Jean Rapp > Janissa Marie Analissia Martinez > Vanessa Danielle Simoneau > Anna Lisa D. Chalfoun","2/19/2025 02:25:34 pm > 1/29/2025 03:32:26 pm > 1/28/2025 04:14:09 pm > 1/27/2025 04:38:16 pm > 1/29/2025 09:31:11 am > 1/31/2025 09:53:19 am","Check is in the mail, we can set up once that arrives > Submitted to sponsor via email 1/30/2025.",NA,NA,"Passes preaward checks.  DVPR approval pending on waived indirect costs per sponsor policy. > AP approves IDC limitation.","1/29/2025 09:34:07 am > 1/29/2025 09:31:11 am > 1/29/2025 09:28:32 am > 1/29/2025 09:34:11 am > 1/29/2025 03:32:27 pm","Approved > Certified",NA,"5000","0","5000",NA,"Yes",2025-01-31 09:53:19,"2025-02-19 14:25:34","FY2025","250497A0001",5000,"NONE","College of Agriculture, Life Sciences & Natural Resources",1,0,0,0,1,"06/15/2023","06/15/2023"
"25-0433-P0001","Sagebrush Songbirds (WGBGLC)","Anna Lisa D. Chalfoun","Submitted to Sponsor","Wyoming Game and Fish Department",NA,"Wyoming Coop Unit","7/1/2025","12/31/2026","New",NA,"25-0433","Wyoming Coop Unit","Wyoming State Governmental Entities",NA,"1/14/2025 12:23:21 pm","16735","1/31/2025","Influence of diet and food availability on the fitness of sagebrush songbirds","Assigned to SP Proposal Administrator: Janissa Marie Analissia Martinez > Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Approved to Submitted to Sponsor > Certified > Status was changed from: Under Review to Approved","Janissa Marie Analissia Martinez > Vanessa Danielle Simoneau > Anna Lisa D. Chalfoun > Farrell Jean Rapp","1/28/2025 03:42:21 pm > 1/14/2025 12:23:20 pm > 1/28/2025 03:42:30 pm > 1/31/2025 02:04:02 pm > 1/29/2025 09:21:36 am > 1/29/2025 09:42:33 am","Submitted to sponsor via email 1/31/25. Proposal 064.",NA,NA,"Passes Pre-award checks. > AP approved Sponsor IDC limit.","1/29/2025 09:21:36 am > 1/29/2025 09:18:48 am > 1/29/2025 09:32:52 am > 1/29/2025 09:32:44 am > 1/29/2025 09:42:33 am","Certified > Approved",NA,"16735","0","16735",NA,"Yes",2025-01-31 14:04:02,NA,"FY2025","250433A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,1,0,1,"06/15/2023","06/15/2023"
"23-1914-P0001","Sagebrush Songbirds - WGBGLC 2023","Anna Lisa D. Chalfoun","Funded","Wyoming Game and Fish Department",NA,"Wyoming Coop Unit","7/1/2023","12/31/2025","New",NA,"23-1914","Wyoming Coop Unit","U.S. Federal Government",NA,"6/29/2023 12:08:03 pm","17882","11/11/2022","Full life-cycle effects of natural gas development on sagebrush songbirds","Status was changed from: In Development to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded > Proposal Created","Farrell Rapp > Tashina Lemons","8/4/2023 11:48:00 am > 8/4/2023 11:48:10 am > 6/29/2023 12:08:03 pm","Legacy. Greensheet. > Awarded",NA,NA,NA,"8/3/2023 03:42:57 pm","Not Yet Active > Cancelled",NA,"17882","0","17882",NA,"Yes",2023-08-04 11:48:00,"2023-08-04 11:48:10","FY2024","231914A0001",17882,"NONE","College of Agriculture, Life Sciences & Natural Resources",1,0,0,0,1,"06/15/2023","06/15/2023"
"25-0347-P0001","Scalable and Efficient Membrane Distillation and Adsorption Process for High-Purity Water and Lithium Recovery from Produced Water in  New Mexico","Maohong Fan","Funded","New Mexico Institute of Mining and Technology","U.S. Department of Energy","Energy & Petroleum Engineering","10/1/2023","9/30/2026","New",NA,"25-0347","Chemical & Biomedical Engineering","Institutions of Higher Education",NA,"12/2/2024 11:13:09 am","437500","4/12/2023","Scalable and Efficient Membrane Distillation and Adsorption Process for High-Purity Water and Lithium Recovery from Produced Water in  New Mexico","Status was changed from: In Development to Submitted to Sponsor > Proposal Created > Status was changed from: Submitted to Sponsor to Funded","Kristi Hargis Stockdale","12/2/2024 12:43:25 pm > 12/2/2024 11:13:08 am > 12/2/2024 12:44:11 pm","Submitted to Sponsor > This was originally funded under 23-1562.  Glitch in ROAMWyo resulted in creating a new proposal and award.",NA,NA,NA,NA,"Not Completed","87500","312536","124965","525000","A Subrecipient","No",2024-12-02 12:43:25,"2024-12-02 12:44:11","FY2025","250347A0001",119518,"445MTDC1","College of Engineering & Physical Sciences",1,0,0,0,1,"06/15/2023","07/03/2023"
"23-1597-P0001","Science and analytical support to USDA migratory big game pilot project","Jerod Andrew Merkle","Funded","Pheasants Forever",NA,"Zoology & Physiology","3/1/2023","8/31/2024","New",NA,"23-1597","Zoology & Physiology","Non-Profit Organizations",NA,"6/8/2023 02:31:42 pm","300000","3/6/2023","Science and analytical support to USDA migratory big game pilot project - Pheasants Forever","Assigned to SP Proposal Administrator: Ashley Schnell > Status was changed from: In Development to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded > Proposal Created","Ashley Schnell > Bryce Howard","6/12/2023 11:23:43 am > 6/15/2023 01:27:33 pm > 6/15/2023 01:28:18 pm > 6/8/2023 02:31:42 pm","Legacy, submitted to sponsor 3/6/2023 > Award received 3/9/2023",NA,NA,NA,"6/15/2023 01:26:28 pm","Not Yet Active > Cancelled",NA,"272727","27273","300000",NA,"Yes",2023-06-15 13:27:33,"2023-06-15 13:28:18","FY2023","231597A0001",299999.62,"10TDC","College of Agriculture, Life Sciences & Natural Resources",1,0,0,0,1,"05/01/2023","05/08/2023"
"24-1110-P0001","Science and analytical support to USDA migratory big game pilot project: Phase 2","Jerod Andrew Merkle","Funded","Pheasants Forever","Natural Resources Conservation Service/Department of Agriculture","Wyoming Coop Unit","6/1/2024","6/30/2025","New",NA,"24-1110","Zoology & Physiology","Non-Profit Organizations",NA,"6/26/2024 03:16:41 pm","300000","7/10/2024","Science and analytical support to USDA migratory big game pilot project: Phase 2","Proposal Created > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Under Review to Approved > Status was changed from: Submitted to Sponsor to Under Consideration > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: Under Consideration to Funded > Certified > Status was changed from: In Development to Under Review","Vanessa Danielle Simoneau > Thomas Abraham Lentner > Farrell Jean Rapp > Inna Willis > Jerod Andrew Merkle","6/26/2024 03:16:41 pm > 7/11/2024 01:02:33 pm > 7/10/2024 08:23:34 am > 7/15/2024 03:20:11 pm > 7/1/2024 04:16:30 pm > 7/15/2024 04:27:43 pm > 7/10/2024 08:03:29 am > 6/26/2024 04:28:32 pm","submitted 07/11/2024 - unsolicited agreement, scope of work and budget provided to sponsor.  Decision related to funding is not on a specific timetable. > Agreement Under Review. > Funded.",NA,NA,"Passes Pre-award checks > Please create a P0002 on 23-1597. Include a note that approvals were completed on this record.","7/9/2024 03:35:47 pm > 7/10/2024 08:23:34 am > 7/10/2024 08:07:38 am > 7/10/2024 08:07:34 am > 7/10/2024 08:03:29 am","Approved > Certified",NA,"272727","27273","300000","A Subrecipient","No",2024-07-11 13:02:33,"2024-07-15 16:27:43","FY2025","241110A0001",294800,"10MTDC1","College of Agriculture, Life Sciences & Natural Resources",1,0,0,0,1,"05/01/2023","05/08/2023"
"24-0854-P0001","Screening Commercial Dry Bean Cultivars and Experimental Breeding Lines for Performance in the Bighorn Basin under Different Irrigation Practices","James J. Heitholt","Funded","Wyoming Bean Commission",NA,"Plant Sciences","5/1/2024","4/30/2025","New",NA,"24-0854","R&E Center Powell","Wyoming State Governmental Entities",NA,"2/27/2024 11:19:43 am","13100","2/28/2024","Screening Commercial Dry Bean Cultivars and Experimental Breeding Lines for Performance in the Bighorn Basin under Different Irrigation Practices","Status was changed from: In Development to Under Review > Status was changed from: Submitted to Sponsor to Funded > Certified > Assigned to SP Proposal Administrator: Courtney Peatross > Status was changed from: Under Review to In Development > Proposal Created > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Under Review to Approved","Courtney Peatross > Kristi Hargis Stockdale > James J. Heitholt > Tashina Lemons > Donna Karen Harris > Farrell Jean Rapp","2/29/2024 08:11:42 am > 7/16/2024 11:55:35 am > 2/29/2024 10:06:00 am > 2/28/2024 08:34:04 am > 2/29/2024 08:13:10 am > 2/29/2024 08:16:20 am > 2/27/2024 11:19:43 am > 2/29/2024 08:13:30 am > 2/27/2024 11:40:46 am > 3/1/2024 12:04:38 pm > 2/29/2024 01:07:23 pm > 2/27/2024 01:52:35 pm","Funded. > Updating project end date. > PI submitted proposal to sponsor via e-mail on 02/27/2024. > Updates required to proposal form.",NA,NA,"Routing for approvals.","2/29/2024 12:45:11 pm > 2/29/2024 08:16:20 am > 2/29/2024 10:06:32 am > 2/29/2024 01:07:23 pm > 2/29/2024 08:12:01 am > 2/29/2024 12:45:16 pm > 2/29/2024 08:13:41 am > 2/29/2024 10:06:00 am","Approved > Certified",NA,"13100","0","13100",NA,"Yes",2024-03-01 12:04:38,"2024-07-16 11:55:35","FY2024","240854A0001",9550,"NONE",NA,1,0,0,0,1,"07/20/2023",NA
"23-1829-P0001","Screening Varieties of Three Protein-Rich Pulse Crop Species for Reduced Water Use in Northern Wyoming","Donna Karen Harris","Funded","Wyoming Department of Agriculture",NA,"Plant Sciences","1/1/2024","8/31/2026","New",NA,"23-1829","Plant Sciences","Wyoming State Governmental Entities",NA,"6/26/2023 02:58:09 pm","79584","3/31/2023","Screening Varieties of Three Protein-Rich Pulse Crop Species for Reduced Water Use in Wyoming","Proposal Created > Status was changed from: In Development to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded","Bryce Howard > Farrell Jean Rapp","6/26/2023 02:58:09 pm > 11/3/2023 08:26:03 am > 11/3/2023 08:26:19 am","Legacy. Greensheet. > Funded. Award under review.",NA,NA,NA,"11/3/2023 08:25:53 am","Cancelled > Not Yet Active","19896","79584","0","99480",NA,"Yes",2023-11-03 08:26:03,"2023-11-03 08:26:19","FY2024","231829A0001",79584,"NONE","College of Agriculture, Life Sciences & Natural Resources",1,0,0,0,1,"10/11/2023","10/11/2023"
"23-1773-P0001","Screening and Brief Intervention for Prescription Stimulant Misuse and Diversion: Refining and Piloting a Curriculum for College Health Providers","Alison Renee Looby","Funded","ADD NEW","National Institute on Drug Abuse/National Institutes of Health/Department of Health and Human Services","Psychology","7/1/2023","6/30/2026","New",NA,"23-1773","Psychology","Institutions of Higher Education",NA,"6/23/2023 03:49:15 pm","142520","11/16/2022","Screening and Brief Intervention for Prescription Stimulant Misuse and Diversion: Refining and Piloting a Curriculum for College Health Providers","Status was changed from: Submitted to Sponsor to Funded > Status was changed from: In Development to Submitted to Sponsor > Proposal Created","Farrell Rapp > Tashina Lemons","8/1/2023 02:18:03 pm > 8/1/2023 02:17:40 pm > 6/23/2023 03:49:14 pm","Received Subaward for review 8/1/2023 > Legacy Submission 11/16/2022. Greensheet.",NA,NA,NA,"8/1/2023 02:17:17 pm","Not Yet Active > Cancelled",NA,"98631","43889","142520","A Subrecipient","No",2023-08-01 14:17:40,"2023-08-01 14:18:03","FY2024","231773A0001",92473.37,"445MTDC1","College of Arts & Sciences",1,0,0,0,1,"08/01/2023",NA
"24-0816-P0001","Season Extension Education Workshops Project","Jeffrey Michael Edwards","Funded","Wyoming Department of Agriculture",NA,"UW Extension","2/1/2024","9/30/2024","New",NA,"24-0816","UW Extension","Wyoming State Governmental Entities",NA,"2/13/2024 09:07:13 am","47865","3/1/2024","2024 SEASON EXTENSION EDUCATION WORKSHOPS PROJECT","Certified > Assigned to SP Proposal Administrator: Courtney Peatross > Status was changed from: In Development to Under Review > Status was changed from: Under Review to Approved > Status was changed from: Submitted to Sponsor to Funded > Status was changed from: Under Review to In Development > Status was changed from: Approved to Submitted to Sponsor > Proposal Created","Jeffrey Michael Edwards > Tashina Lemons > Farrell Jean Rapp > Courtney Peatross","2/16/2024 04:38:18 pm > 2/13/2024 09:58:43 am > 2/13/2024 09:25:05 am > 2/19/2024 10:46:41 am > 4/5/2024 04:40:54 pm > 2/15/2024 07:09:30 am > 2/19/2024 03:16:56 pm > 2/13/2024 09:07:12 am > 2/16/2024 04:35:30 pm","Funded. Contract Under review. > Updating proposal form - credit, etc. > PI confirmed submission to sponsor 02/19/2024.",NA,NA,"Approve proposal.","2/19/2024 06:50:47 am > 2/16/2024 04:38:18 pm > 2/19/2024 06:50:52 am > 2/16/2024 04:35:51 pm > 2/19/2024 10:46:41 am","Approved > Certified","11966","47865","0","47865",NA,"Yes",2024-02-19 15:16:56,"2024-04-05 16:40:54","FY2024","240816A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",1,0,0,0,1,"06/08/2023","11/20/2023"
