"PI Unit","College (Subdivision)","Proposal #","Project Title","PI","Proposal Created Date","Submission Date","Funded Date","Proposal_status","Year","Month"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-0002-P0001","Development of self-reinforced poypheyneylene as a multi-functional material","Carl Pieter Frick",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-0222-P0001","Efficient and Robust CFD Solvers for Exascale Architectures","Dimitri J Mavriplis",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-0473-P0001","Rotor Wake and Validation and Verification Activities for Wind Energy","Jonathan W. Naughton",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-0240-P0001","CAREER: Bridging the Gap From Biomass Burning to Atmospheric Pollutants","Erica L. Belmont",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","24-0507-P0001","Physics-Informed Neural Network Development for the Analysis and Design of Particulate Composite Materials","Xiang Zhang",2023-10-24,"11/7/2023 9:39",NA,"Not Funded Yet","2023","October"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-0128-P0001","Consortium for Production of Affordable Carbon Fibers in the United States","Ray Stuart Fertig",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","25-0446-P0001","NSF Future Manufacturing proposal","Ankit Saxena",2025-01-16,NA,NA,"Not Funded Yet","2025","January"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-1358-P0001","Monolithic wood-derived cathodes for lithium-sulfur batteries","Erica L. Belmont",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-1835-P0001","The National Renewable Energy Laboratory (NREL): RFX-2023-10217","Erica L. Belmont",2023-06-26,NA,NA,"Not Funded Yet","2023","June"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-1111-P0001","Development and Application of Oil-Film Interferometry for Flow Physics and Code Validation Experiments","Jonathan W. Naughton",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-1074-P0001","Powder Reuse Study","Xiang Zhang",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","25-0190-P0001","NSF RII FEC","Ankit Saxena",2024-10-02,"1/28/2025 14:27",NA,"Not Funded Yet","2024","October"
"Mechanical Engineering","College of Engineering & Physical Sciences","24-0865-P0001","DARPA CHAOS","Jonathan W. Naughton",2024-03-01,"3/22/2024 17:00",NA,"Not Funded Yet","2024","March"
"Mechanical Engineering","College of Engineering & Physical Sciences","24-0699-P0001","DOE EPSCoR 2024","Xiang Zhang",2024-01-16,NA,NA,"Not Funded Yet","2024","January"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-0123-P0001","Advanced Aerodynamic Design Center for Ultra-Efficient Commercial Vehicles","Dimitri J Mavriplis",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","24-1036-P0001","Enabling low-noise mid-range advanced air mobility vehicles","Dimitri J Mavriplis",2024-05-22,NA,NA,"Not Funded Yet","2024","May"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-0549-P0001","Understanding twinning and deformation in high entropy alloys","Dilpuneet Singh Aidhy",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","24-0625-P0001","Study of combined thermal and irradiation creep of Nickel-based alloy for nuclear structural application: multiscale computational modeling, uncertainty quantification and experimental investigation","Xiang Zhang",2023-12-06,"12/20/2023 14:07",NA,"Not Funded Yet","2023","December"
"Mechanical Engineering","College of Engineering & Physical Sciences","25-0287-P0001","Frontal Polymerization-based 3D Printing of Lunar Regolith Simulant Reinforced Thermoset Composites: Toward Rapid and Energy Efficient In-Space Manufacturing of Lunar Infrastructures through Integrated Experimental and Computational Investigations","Xiang Zhang",2024-11-01,"11/1/2024 14:36",NA,"Not Funded Yet","2024","November"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-1943-P0001","National Science Foundation Regional Innovation Engines (NSF Engines) Broad Agency","Xiang Zhang",2023-06-30,NA,NA,"Not Funded Yet","2023","June"
"Mechanical Engineering","College of Engineering & Physical Sciences","25-0256-P0001","ONR Riblet Physics","Jonathan W. Naughton",2024-10-23,"12/10/2024 17:01",NA,"Not Funded Yet","2024","October"
"Mechanical Engineering","College of Engineering & Physical Sciences","24-0254-P0001","A Robust and Cost-Effective Pressure Measurement System for Advanced Unsteady Aerodynamic Applications","Jonathan W. Naughton",2023-08-18,NA,NA,"Funded","2023","August"
"Mechanical Engineering","College of Engineering & Physical Sciences","25-0234-P0001","Tuned Electromagnetic Inerter Wave Energy Converter System for Stabilizing Floating Offshore Wind Platforms","Feng Qian",2024-10-17,NA,NA,"Not Funded Yet","2024","October"
"Mechanical Engineering","College of Engineering & Physical Sciences","24-0525-P0001","Frontal Polymerization-based Additive Manufacturing of Basalt Fiber Reinforced Thermoset Composites: Toward Rapid and Energy--Efficient In-Space Manufacturing and Lunar Regolith Utilization for Lunar Infrastructure","Xiang Zhang",2023-10-27,"11/7/2023 9:38",NA,"Not Funded Yet","2023","October"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-0732-P0001","Weather Research and Forecasting (WFR) Modeling for Tools Assessing Performance","Michael Karl Stoellinger",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-0023-P0001","Material Characterization and Failure Analysis of Stainless Steel Domes","Ray Stuart Fertig",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","25-0115-P0001","Test Research Project","Koen Jasper Groot",2024-09-06,NA,NA,"Not Funded Yet","2024","September"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-1732-P0001","REU Site: Additive Manufacturing for Renewable Energy Innovation","Xiang Zhang",2023-06-22,NA,NA,"Not Funded Yet","2023","June"
"Mechanical Engineering","College of Engineering & Physical Sciences","25-0094-P0001","Hypersonic Step","Koen Jasper Groot",2024-08-28,"12/11/2024 14:01",NA,"Not Funded Yet","2024","August"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-0652-P0001","RII Track-4: Partnership Between the University of Wyoming and the Missoula Fire Sciences Laboratory in Multi-Scale Wildland Fire Research","Erica L. Belmont",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","24-0926-P0001","Concurrent Macroscale Topology Optimization and Microscale Material Optimization (MATOMIMO) to Elu- cidate the Microstructure-Property-Performance Relationship of Multifunctional Metamaterials","Xiang Zhang",2024-04-05,"4/22/2024 16:59",NA,"Not Funded Yet","2024","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","25-0440-P0001","Air Force/Microtau Riblet Research","Jonathan W. Naughton",2025-01-15,NA,NA,"Not Funded Yet","2025","January"
"Mechanical Engineering","College of Engineering & Physical Sciences","24-0113-P0001","2024FY_NEUP_PreApplicaiton","Xiang Zhang",2023-07-27,"8/17/2023 16:24",NA,"Not Funded Yet","2023","July"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-0412-P0001","RII Track--4: Controlling Point-Defect Energetics in Complex Oxides Via Interfacial Strain","Dilpuneet Singh Aidhy",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","24-0699-P0002","DOE EPSCoR 2024","Xiang Zhang",2024-02-07,"2/28/2024 16:34",NA,"Not Funded Yet","2024","February"
"Mechanical Engineering","College of Engineering & Physical Sciences","24-0863-P0001","Resono Air Force Miniature Standalone Air Data Probes for Enhancing UAS Flight Performance","Jonathan W. Naughton",2024-02-29,"3/6/2024 17:02",NA,"Not Funded Yet","2024","February"
"Mechanical Engineering","College of Engineering & Physical Sciences","24-0422-P0001","NSF REU Supplemental Funding Request - 141159","Xiang Zhang",2023-09-20,NA,"12/20/2023 20:22","Funded","2023","September"
"Mechanical Engineering","College of Engineering & Physical Sciences","25-0127-P0001","ERI: Bio-inspired Bistable Hybrid Stochastic Energy Harvesting for Self-powered Smart Tires","Feng Qian",2024-09-10,"10/9/2024 16:09",NA,"Not Funded Yet","2024","September"
"Mechanical Engineering","College of Engineering & Physical Sciences","23-0198-P0001","PFI-TT: Total Intervertebral Disk Replacement Device Using Novel Energy Absorbing Materials","Carl Pieter Frick",2023-04-27,NA,NA,"Funded","2023","April"
"Mechanical Engineering","College of Engineering & Physical Sciences","25-0276-P0001","DOE US-Danish wind energy project","Ankit Saxena",2024-10-30,"1/15/2025 13:25",NA,"Not Funded Yet","2024","October"
"Mechanical Engineering","College of Engineering & Physical Sciences","25-0345-P0001","ENDURA Support","Jonathan W. Naughton",2024-11-27,"1/17/2025 13:03",NA,"Not Funded Yet","2024","November"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","25-0410-P0001","Human fungal infectious diseases","Eunsook Park",2025-01-08,"1/28/2025 14:31",NA,"Not Funded Yet","2025","January"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","25-0359-P0001","Korea Polar Research Institute? (KOPRI) support for on-going research","Eunsook Park",2024-12-05,NA,NA,"Funded","2024","December"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","23-0425-P0001","Investigating the molecular mechanisms of microcephaly","Todd Andrew Schoborg",2023-04-27,NA,NA,"Funded","2023","April"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","23-1311-P0001","Collaborative Research: Investigation of the molecular and cellular bases of the maize/Puccinia sorghi interaction","Eunsook Park",2023-04-27,NA,NA,"Funded","2023","April"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","24-0970-P0001","Uncovering the sequence, ensemble, function paradigm for IDPs involved in preventing protein aggregation","Thomas C. Boothby",2024-04-23,"6/10/2024 13:58",NA,"Not Funded Yet","2024","April"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","23-1677-P0001","Characterizing new cellular pathways involved in brain growth control","Todd Andrew Schoborg",2023-06-19,NA,NA,"Not Funded Yet","2023","June"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","25-0244-P0001","Antibiofilm mouthwash for children","Mark Gomelsky",2024-10-22,"10/30/2024 10:41",NA,"Funded","2024","October"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","24-0505-P0001","Collaborative Research: Protein disorder and its role in hub connectivity","Grant Robert Bowman",2023-10-23,"12/19/2023 11:58",NA,"Not Funded Yet","2023","October"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","25-0245-P0001","Role of retrotransposons in the development of microcephaly","Todd Andrew Schoborg",2024-10-22,"11/14/2024 11:27",NA,"Not Funded Yet","2024","October"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","24-0969-P0001","Reversible Biostasis for Improving Human Health","Thomas C. Boothby",2024-04-23,"5/10/2024 12:07",NA,"Not Funded Yet","2024","April"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","23-1857-P0001","PA-20-195: NIH Exploratory/Developmental Research Grant Program","Jason P. Gigley",2023-06-27,NA,NA,"Not Funded Yet","2023","June"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","25-0406-P0001","K99/R00 NIGMS","Owen Funk",2025-01-06,NA,NA,"Not Funded Yet","2025","January"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","25-0016-P0001","Anractic plant-fungal interaction","Eunsook Park",2024-07-13,"8/9/2024 14:05",NA,"Not Funded Yet","2024","July"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","25-0329-P0001","Dynamic chloroplast-nucleus Communication in Plant Immunity","Eunsook Park",2024-11-20,NA,NA,"Not Funded Yet","2024","November"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","23-0113-P0001","Kin Recognition and outer Membrane Exchange Regulate Social Interactions in Myxobacteria","Daniel M. Wall",2023-04-27,NA,NA,"Funded","2023","April"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","24-0670-P0002","provisional iii","Grant Robert Bowman",2024-01-03,"1/19/2024 17:08",NA,"Not Funded Yet","2024","January"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","25-0199-P0001","Listerial bactodrones for controlled RNA delivery","Mark Gomelsky",2024-10-07,"10/16/2024 16:37",NA,"Not Funded Yet","2024","October"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","24-0735-P0001","INBRE RAIN Collaborative Project","Jason P. Gigley",2024-01-23,NA,NA,"Not Funded Yet","2024","January"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","23-0648-P0001","Remotely controlled listeral bactodrones for cancer immunotherapy","Mark Gomelsky",2023-04-27,NA,NA,"Funded","2023","April"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","23-1675-P0001","Genetic regulation of glutamate signaling in cocaine and sucrose goal-seeking behavior","Carl Litif",2023-06-19,NA,NA,"Not Funded Yet","2023","June"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","23-0490-P0001","Engineering optimized N-glycosylation in the silkworm silkgland protein expression system","Donald L. Jarvis",2023-04-27,NA,NA,"Funded","2023","April"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","23-0714-P0001","Iron regulation of chronic Toxoplasma gondii infection and immunity","Jason P. Gigley",2023-04-27,NA,NA,"Funded","2023","April"
"Molecular Biology","College of Agriculture, Life Sciences & Natural Resources","24-0752-P0001","Regulation of Toxoplasma gondii infection and immunity by NRF2","Jason P. Gigley",2024-01-25,NA,NA,"Not Funded Yet","2024","January"
