Award #,PI,Project Title,Sponsor,Prime Sponsor,Instrument Type,Award Start Date,Award End Date,Admin Unit,Obligated Amount,Project #,Total Expected Amount,Anticipated Amount,Status,Created Date,Award Type,Increment Amount,PI Unit,Modification Number,Modification Type,Modification Date,Modified By,activity type,Admin Unit Primary Code,Award Amount,Award Id,Award Title,college,Direct Costs,expected direct,expected indirect,full proposal title,History Action,History Action By,History Action Date,History Comment,Prime Sponsor Org Type,Prime Sponsor Primary Code,proposal type,proposal type if other,Routing Comment,Routing Date,Routing Status,Sponsor Org Type,sponsor type,sponsor type if other,Total Project Cost
23-0072-A0001,Benjamin Rashford,"Integrating Sustainable Social, Ecological and Technological Innovation for Achieving Global Climate Stabilization through Negative CO2 Emission Policies (NSF EPSCoR RII Track 2)",Montana State University,National Science Foundation,,8/1/2016,7/31/2022,Agriculture & Applied Economics,1821365,23-0072,,,Closed,4/24/2023 18:21,,,Agriculture & Applied Economics,0,Original Award,,,,3.00E+14,,66484fca-f22d-4b23-93c6-7b13adacb159,,,,,,"Integrating Sustainable Social, Ecological and Technological Innovation for Achieving Global Climate Stabilization through Negative CO2 Emission Policies (NSF EPSCoR RII Track 2)",Award Created,Legacy Loader,4/24/2023 18:21,,,01-NSF,,,,,,,,,
23-0072-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Closed. Resolution set to: Admin Closed,Legacy Loader,4/24/2023 18:21,Status set by bulk loader,,,,,,,,,,,
23-0994-A0001-0,Andrew R. Kniss,Evaluating pesticide use trends on ecotoxicity endpoints in the United States,Office of the Chief Economist/Department of Agriculture,Office of the Chief Economist/Department of Agriculture,,9/15/2021,12/31/2023,Plant Sciences,100000,23-0994,,,Active,4/24/2023 19:15,,,Plant Sciences,0,Original Award,,,Applied Research,3.00E+14,,66533c8c-41ab-4d46-a245-d891f9642dba,,,,,,Evaluating pesticide use trends on ecotoxicity endpoints in the United States,,,,,,01-USDAOCE,,,,,,,U.S. Federal Government,,
23-0994-A0001-1,Andrew R. Kniss,Evaluating pesticide use trends on ecotoxicity endpoints in the United States,Office of the Chief Economist/Department of Agriculture,Office of the Chief Economist/Department of Agriculture,,9/15/2021,6/30/2024,Plant Sciences,100000,23-0994,,,In Closeout,1/3/2024 9:12,,,Plant Sciences,1,Sponsor Approved No Cost Extension,1/3/2024,Tashina Lemons,Applied Research,3.00E+14,,66533c8c-41ab-4d46-a245-d891f9642dba,,,,,,Evaluating pesticide use trends on ecotoxicity endpoints in the United States,Award Created,Legacy Loader,4/24/2023 19:15,,,01-USDAOCE,,,,,,,U.S. Federal Government,,
23-0994-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:15,Status set by bulk loader,,,,,,,,,,,
23-0994-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,Tashina Lemons,1/3/2024 9:19,"NCE processed, TD ticket sent to OSP specialist IG. 20875084",,,,,,,,,,,
23-0994-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/18/2024 13:13,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
24-0232-A0001,,Examining Drivers of Revocations: An Examination into probation failures in the Denver Adult Probation Department,Research Foundation of CUNY,Research Foundation of CUNY,,10/1/2019,1/31/2021,Criminal Justice & Sociology,161609.28,24-0232,,,Closed,8/18/2023 14:56,,,,0,Original Award,,,,3.00E+14,,668ea5fc-b04f-4c66-90ad-d6b89def9d12,,,,,,Examining Drivers of Revocations: An Examination into probation failures in the Denver Adult Probation Department,Award Created,Legacy Loader,8/18/2023 14:56,,,07-RFCUNY,,,,,,,,,
24-0232-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Closed. Resolution set to: Admin Closed,Legacy Loader,8/18/2023 14:56,Status set by bulk loader,,,,,,,,,,,
23-1130-A0002,Jeffrey L. Beck,Range-Wide Seasonal Habitat Models for Greater Sage-grouse,Pheasants Forever,,,12/13/2023,8/30/2024,Ecosystem Science & Management,5000,23-1130,5000,,Active,4/24/2024 15:55,,,Ecosystem Science & Management,0,Original Award,,,Applied Research,3.00E+14,,66e9926c-e509-44ca-810d-6baa5a9cf6ab,,"Agriculture, Life Sciences,  & Natural Resources",5000,5000,0,Range-Wide Seasonal Habitat Models for Greater Sage-grouse (Pheasants Forever) ,Award Created,Thomas Abraham Lentner,4/24/2024 15:55,,,,Other,Unsolicited ,,,,,Non-Profit Organizations,,5000
23-1130-A0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Thomas Abraham Lentner,4/24/2024 15:58,,,,,,,,,,,,
23-1130-A0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Thomas Abraham Lentner,4/24/2024 15:58,,,,,,,,,,,,
23-1130-A0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Thomas Abraham Lentner,4/24/2024 15:58,Check receipt confirmed by OSP,,,,,,,,,,,
23-0670-A0001,Merav Ben-David,Assessing the Distribution and Abundance of North American River Otters Across Wyoming,Wyoming Game and Fish Department,U.S. Fish & Wildlife Service/Department of the Interior,,7/1/2020,12/31/2023,Zoology & Physiology,183035,23-0670,,,In Closeout,4/24/2023 18:57,,,Zoology & Physiology,0,Original Award,,,,3.00E+14,,66f15aab-7b1b-4402-9923-dcab5441caa6,,,,,,Assessing the Distribution and Abundance of North American River Otters Across Wyoming,Award Created,Legacy Loader,4/24/2023 18:57,,,01-USFWS,,,,,,,Wyoming State Governmental Entities,,
23-0670-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assigned to SP Award Administrator: John Ruess,Inna Willis,8/9/2024 16:03,,,,,,,,,,,,
23-0670-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/18/2024 13:13,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
24-0135-A0001-0,Melissa S. Bukovsky,A Framework for Improving Analysis and Modeling of Earth System and Intersectoral Dynamics at Regional Scales,"University of California, Davis",Office of Science/U.S. Department of Energy,,9/1/2023,8/31/2024,Haub School of Environment & Natural Resources,41750,24-0135,41750,,Active,7/9/2024 12:30,,,Haub School of Environment & Natural Resources,0,Original Award,,,Basic Research,3.00E+14,,66f59eb1-22af-445a-8f9c-fe80c304835b,,Haub School of Environmental & Natural Resources,28893,28893,12857,A Framework for Improving Analysis and Modeling of Earth System and Intersectoral Dynamics at Regional Scales,,,,,,01-OSDOE,Renewal,,,,,,Institutions of Higher Education,,41750
24-0135-A0001-1,Melissa S. Bukovsky,A Framework for Improving Analysis and Modeling of Earth System and Intersectoral Dynamics at Regional Scales,"University of California, Davis",Office of Science/U.S. Department of Energy,,9/1/2023,8/31/2025,Haub School of Environment & Natural Resources,41750,24-0135,41750,,Active,10/31/2024 7:27,,,Haub School of Environment & Natural Resources,1,Sponsor Approved No Cost Extension,10/31/2024,Kristi Hargis Stockdale,Basic Research,3.00E+14,,66f59eb1-22af-445a-8f9c-fe80c304835b,,Haub School of Environmental & Natural Resources,28893,28893,12857,A Framework for Improving Analysis and Modeling of Earth System and Intersectoral Dynamics at Regional Scales,Award Created,Inna Willis,7/9/2024 12:30,,,01-OSDOE,Renewal,,,,,,Institutions of Higher Education,,41750
24-0135-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assigned to SP Award Administrator: Thomas Abraham Lentner,Inna Willis,7/9/2024 12:30,,,,,,,,,,,,
24-0135-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Kristi Hargis Stockdale,7/12/2024 13:57,,,,,,,,,,,,
24-0135-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Kristi Hargis Stockdale,7/12/2024 13:57,,,,,,,,,,,,
24-0135-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Kristi Hargis Stockdale,7/12/2024 13:57,Funded. ,,,,,,,,,,,
24-0135-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,Kristi Hargis Stockdale,11/11/2024 8:45,No Cost Extension through 8/31/2025,,,,,,,,,,,
23-1307-A0001,Anna Elizabeth Terfehr,Second Chance Pell 2022-2023,Department of Education,Department of Education,,8/22/2022,9/30/2023,Scholarships & Financial Aid,0,23-1307,,,In Closeout,4/24/2023 19:33,,,Scholarships & Financial Aid,0,Original Award,,,Other Sponsored Activity,3.00E+14,,67018940-fdff-4032-9801-68633bc8f974,,,,,,Second Chance Pell 2022-2023,Award Created,Legacy Loader,4/24/2023 19:33,,,01-DOED,,,,,,,U.S. Federal Government,,
23-1307-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:33,Status set by bulk loader,,,,,,,,,,,
23-1307-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/18/2024 13:14,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
23-1597-A0001-0,Jerod Andrew Merkle,Science and analytical support to USDA migratory big game pilot project,Pheasants Forever,Natural Resources Conservation Service/Department of Agriculture,,3/1/2023,9/15/2024,Wyoming Coop Unit,34000,23-1597,300000,,Active,6/15/2023 15:29,,,Zoology & Physiology,0,Original Award,,,Applied Research,3.00E+14,,67797dfa-2d88-41ee-9dbb-f793a1fb1228,,Arts & Sciences,30909,272727,27273,Science and analytical support to USDA migratory big game pilot project - Pheasants Forever,,,,,,01-NRCSUSDA,New,,,,,,Non-Profit Organizations,,300000
23-1597-A0001-1,Jerod Andrew Merkle,Science and analytical support to USDA migratory big game pilot project,Pheasants Forever,Natural Resources Conservation Service/Department of Agriculture,,3/1/2023,9/15/2024,Wyoming Coop Unit,34000,23-1597,300000,,Active,7/11/2023 7:16,,,Zoology & Physiology,1,Pre-Award Spending Removal,7/11/2023,Kristi Stockdale,Applied Research,3.00E+14,,67797dfa-2d88-41ee-9dbb-f793a1fb1228,,Arts & Sciences,30909,272727,27273,Science and analytical support to USDA migratory big game pilot project - Pheasants Forever,Award Created,Ashley Schnell,6/15/2023 15:29,,,01-NRCSUSDA,New,,,,,,Non-Profit Organizations,,300000
23-1597-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Ashley Cae Schnell,6/20/2023 10:17,,,,,,,,,,,,
23-1597-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Ashley Schnell,6/20/2023 10:17,,,,,,,,,,,,
23-1597-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Ashley Schnell,6/20/2023 10:17,Activate award,,,,,,,,,,,
23-1597-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Pre-Award Spending Removal,Kristi Stockdale,7/11/2023 11:18,received fully executed contract,,,,,,,,,,,
23-1220-A0001,Rocky S Case,WBC 2022-2023,Wyoming Business Council,Wyoming Business Council,,7/1/2022,6/30/2024,Manufacturing Works,336850,23-1220,,,In Closeout,4/24/2023 19:28,,,Manufacturing Works,0,Original Award,,,Other Sponsored Activity,3.00E+14,,67af7928-87c7-4b00-87e8-be4ef3e98337,,,,,,WBC 2022-2023,Award Created,Legacy Loader,4/24/2023 19:28,,,07-WBC,,,,,,,,,
23-1220-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:28,Status set by bulk loader,,,,,,,,,,,
23-1220-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/18/2024 13:14,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
23-1502-A0001,Farrell Jean Rapp,Sub Test 510916,Academy of Applied Science,,,6/3/2023,6/5/2049,,2700,23-1502,,,Closed,5/1/2023 9:16,,,VP for Research & Economic Development Office,0,Original Award,,,Basic Research,,,67d03f6b-c42c-44f7-801e-a9bedcbdd320,,Business,1500,,,PDQ,Award Created,Ashlee Kupilik,5/1/2023 9:16,,,,,,,,,,U.S. Federal Government,,
23-1502-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Subaward 23-1502-A0001-SUB01 Created,Ashlee Kupilik,5/1/2023 9:18,,,,,,,,,,,,
23-1502-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Closed. Resolution set to: Admin Closed,Farrell Rapp,5/1/2023 16:41,Setup in error. ,,,,,,,,,,,
23-0719-A0001,Hannah Crocker Cunningham,"Mitigation of subclinical mastitis during early lactation and effects of subclinical mastitis on milk yield, lamb growth, and lamb survival",National Sheep Industry Improvement Center/Department of Agriculture,National Sheep Industry Improvement Center/Department of Agriculture,,12/12/2020,6/30/2023,Animal Science,29700,23-0719,,,In Closeout,4/24/2023 18:59,,,Animal Science,0,Original Award,,,Applied Research,3.00E+14,,67dc582e-0022-4f50-beda-99f45f06f0ee,,,,,,"Mitigation of subclinical mastitis during early lactation and effects of subclinical mastitis on milk yield, lamb growth, and lamb survival",Award Created,Legacy Loader,4/24/2023 18:59,,,01-NSIIC,,,,,,,U.S. Federal Government,,
23-0719-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:59,Status set by bulk loader,,,,,,,,,,,
23-0719-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce William Howard,9/18/2024 13:14,"The award end date has passed as of 8/30/2024.
 ",,,,,,,,,,,
23-0427-A0001,Jeffrey Alan Lockwood,Environmental Humanities: Pop-Up Opera,Wyoming Humanities Council,National Endowment for the Humanities,,1/15/2020,6/30/2022,Philosophy & Religious Studies,14970,23-0427,,,In Closeout,4/24/2023 18:42,,,Philosophy & Religious Studies,0,Original Award,,,,3.00E+14,,67ef5a81-cf4f-4d3e-ab7a-b8b272e37427,,,,,,Environmental Humanities: Pop-Up Opera,Award Created,Legacy Loader,4/24/2023 18:42,,,01-NFAHNEH,,,,,,,,,
23-0427-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:42,Status set by bulk loader,,,,,,,,,,,
23-0427-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce Howard,7/7/2023 13:27,Award End date has passed.,,,,,,,,,,,
23-0099-A0001,Meredith Eden Minear,Exploring Links between STEM Success and Spatial Skills: Undergraduate GIS Courses and a Spatial Turn of Mind,Temple University,National Science Foundation,,7/1/2017,6/30/2022,Psychology,556322.99,23-0099,,,Closed,4/24/2023 18:23,,,Psychology,0,Original Award,,,,3.00E+14,,68060514-65c7-42ab-9e53-d32d75f8c774,,,,,,Exploring Links between STEM Success and Spatial Skills: Undergraduate GIS Courses and a Spatial Turn of Mind,Award Created,Legacy Loader,4/24/2023 18:23,,,01-NSF,,,,,,,,,
23-0099-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Closed. Resolution set to: Admin Closed,Legacy Loader,4/24/2023 18:23,Status set by bulk loader,,,,,,,,,,,
23-0527-A0001,Laurel Allison Wimbish,Cost Benefit Analysis of Wyoming Court Supervised Treatment Courts,Wyoming Department of Health,Wyoming Department of Health,,5/26/2020,12/31/2021,Wyoming Survey & Analysis Center,129229,23-0527,,,In Closeout,4/24/2023 18:49,,,Wyoming Survey & Analysis Center,0,Original Award,,,,3.00E+14,,681fc118-c997-44d5-9938-755a2ff564a0,,,,,,Cost Benefit Analysis of Wyoming Court Supervised Treatment Courts,Award Created,Legacy Loader,4/24/2023 18:49,,,02-WYHLTH,,,,,,,,,
23-0527-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 18:49,Status set by bulk loader,,,,,,,,,,,
23-0527-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce Howard,7/10/2023 11:15,Award End date has passed.,,,,,,,,,,,
23-0386-A0001-0,Marcel Kornfeld,Hell Gap Archaeological Site Collection Archive,Institute of Museum and Library Services,Institute of Museum and Library Services,,12/1/2019,11/30/2023,Anthropology,260675,23-0386,,,Active,4/24/2023 18:40,,,Anthropology,0,Original Award,,,,3.00E+14,,6870800f-3a8c-440a-8d49-94a5fa8295ad,,,,,,Hell Gap Archaeological Site Collection Archive,,,,,,01-IMLS,,,,,,,,,
23-0386-A0001-1,Marcel Kornfeld,Hell Gap Archaeological Site Collection Archive,Institute of Museum and Library Services,Institute of Museum and Library Services,,12/1/2019,3/31/2024,Anthropology,260675,23-0386,,,In Closeout,1/30/2024 12:22,,,Anthropology,1,Sponsor Approved No Cost Extension,1/30/2024,Kasi Smart,Other Sponsored Activity,3.00E+14,,6870800f-3a8c-440a-8d49-94a5fa8295ad,,Arts & Sciences,,,,Hell Gap Archaeological Site Collection Archive,Award Created,Legacy Loader,4/24/2023 18:40,,,01-IMLS,,,,,,,U.S. Federal Government,,
23-0386-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Award modified. Reason: Sponsor Approved No Cost Extension,Kasi Smart,1/30/2024 12:42,Sponsor approved NCE through 03/31/2024,,,,,,,,,,,
23-0386-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assigned to SP Award Administrator: John Ruess,Inna Willis,7/8/2024 11:48,,,,,,,,,,,,
23-0386-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Farrell Jean Rapp,8/6/2024 11:35,End Date has passed.,,,,,,,,,,,
23-0386-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Form was edited in 'In Closeout' status,Farrell Jean Rapp,9/16/2024 13:09,,,,,,,,,,,,
23-0830-A0001,Peter William Nathanielsz,Womb to Tomb: Developmental Programming and Aging Interactions in Primates - Year 4 Admin Core,National Institutes of Health/Department of Health and Human Services,National Institutes of Health/Department of Health and Human Services,,6/1/2021,5/31/2022,Animal Science,2638712,23-0830,,,In Closeout,4/24/2023 19:06,,,Animal Science,0,Original Award,,,Applied Research,3.00E+14,,6886c87a-6458-425c-ad76-8c2c579eb9ec,,,,,,Womb to Tomb: Developmental Programming and Aging Interactions in Primates - Year 4 Admin Core,Award Created,Legacy Loader,4/24/2023 19:06,,,01-NIH,,,,,,,U.S. Federal Government,,
23-0830-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Active,Legacy Loader,4/24/2023 19:06,Status set by bulk loader,,,,,,,,,,,
23-0830-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Active to In Closeout,Bryce Howard,7/7/2023 13:54,Award End date has passed.,,,,,,,,,,,
23-0259-A0001,Caitlin Price Youngquist,SARE State Implementation Grant 2019 for Wyoming,Montana State University,National Institute of Food and Agriculture/Department of Agriculture,,10/1/2018,12/31/2022,UW Extension,28635.99,23-0259,,,Closed,4/24/2023 18:32,,,UW Extension,0,Original Award,,,,3.00E+14,,6889fadb-f328-4682-b731-e3ba6175835f,,,,,,SARE State Implementation Grant 2019 for Wyoming,Award Created,Legacy Loader,4/24/2023 18:32,,,01-USDANIFA,,,,,,,,,
23-0259-A0001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to Closed. Resolution set to: Admin Closed,Legacy Loader,4/24/2023 18:32,Status set by bulk loader,,,,,,,,,,,
23-1723-A0001-0,Eric J Moody,TAPDINTO-STEM,Northern Arizona University,National Science Foundation,,8/1/2023,7/31/2024,Wyoming Institute for Disabilities WIND,19999,23-1723,19999,,Active,12/19/2023 12:47,,,Wyoming Institute for Disabilities WIND,0,Original Award,,,Other Sponsored Activity,3.00E+14,,68a6e365-324f-43c6-974c-64a4fa1afb10,,Health Sciences,15432,15432,4567,"Subaward to Northern Arizona University project entitled: ""The Alliance of Persons with Disabilities (PWD) and Intersectionality for Inclusion, Networking, and Transition Opportunities in STEM (TAPDINTO-STEM) (NSF))""",,,,,,01-NSF,New,,,,,,Institutions of Higher Education,,19999
23-1723-A0001-1,Eric J Moody,TAPDINTO-STEM,Northern Arizona University,National Science Foundation,,8/1/2023,7/31/2025,Wyoming Institute for Disabilities WIND,43409,23-1723,43409,,Active,8/6/2024 14:49,,,Wyoming Institute for Disabilities WIND,1,New Funding Increment,8/6/2024,Inna Willis,Other Sponsored Activity,3.00E+14,,68a6e365-324f-43c6-974c-64a4fa1afb10,,Health Sciences,34932,34932,8477,"Subaward to Northern Arizona University project entitled: ""The Alliance of Persons with Disabilities (PWD) and Intersectionality for Inclusion, Networking, and Transition Opportunities in STEM (TAPDINTO-STEM) (NSF))""",Award Created,Tashina Lemons,12/19/2023 12:47,,,01-NSF,New,,,,,,Institutions of Higher Education,,43409
23-1723-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Routed for Review,Kristi Hargis Stockdale,2/13/2024 14:17,,,,,,,,,,,,
23-1723-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: Set Up In Progress to In Review & Negotiation,Kristi Hargis Stockdale,2/13/2024 14:17,,,,,,,,,,,,
23-1723-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Status was changed from: In Review & Negotiation to Active,Kristi Hargis Stockdale,2/13/2024 14:17,Funded. ,,,,,,,,,,,
23-1723-A0001-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assigned to SP Award Administrator: John Ruess,Inna Willis,8/6/2024 14:48,,,,,,,,,,,,
