"Proposal #","Project Title","PI","PI Unit","Status","Sponsor","Prime Sponsor","Admin Unit","Project Start Date","Project End Date","Proposal Type","Project #","Created Date","Total Sponsor Costs","Sponsor Deadline","add new prime sponsor","add new sponsor","full proposal title","History Action","History Action By","History Action Date","History Comment","Prime Sponsor Org Type","Proposal Id","Resolution","Routing Comment","Routing Date","Routing Status","Total Cost Share","Total Direct Costs","Total Indirect Costs","Total Project Cost","uw is receiving funding as","uwreceiving funding lead other","Total Sponsor Costs in Proposal","Total Direct Costs in Proposal","Total Indirect Costs in Proposal","Total Project Cost in Proposal","FY","Project Number","Project Funding Amount","Award F&A Schedule","College (Subdivision)","Closed","Funded","Not Submitted to Sponsor","Submitted to Sponsor","In Development","Under Consideration","Under Review","Approved","Total_submitted_to_sponsor"
"24-0918-P0001","Ultra-Rapid Platform for Antimicrobial Susceptibility Testing (AST) of Pulmonary Non-Tuberculous Mycobacterial (NTM) Infections","Bledar Bisha","Animal Science","Submitted to Sponsor","ADD NEW","National Institute of Mental Health/National Institutes of Health/Department of Health and Human Services","Animal Science","12/1/2024","5/31/2025","New","24-0918",2024-04-02 02:04:00,"55800","4/5/2024 12:00:00 AM",NA,"SKM Instruments","Ultra-Rapid Platform for Antimicrobial Susceptibility Testing (AST) of Pulmonary Non-Tuberculous Mycobacterial (NTM) Infections","Proposal Created > Status was changed from: In Development to Under Review > Assigned to SP Proposal Administrator: Tashina Lemons > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Bledar Bisha > Tashina Lemons > Farrell Jean Rapp","4/2/2024 02:04:15 PM > 4/2/2024 02:28:51 PM > 4/3/2024 03:45:52 PM > 4/3/2024 04:06:43 PM > 4/3/2024 11:08:16 PM > 4/4/2024 09:21:43 AM > 4/4/2024 11:14:50 AM > 4/4/2024 12:12:14 PM","Updates to proposal form and more information needed > Submitted to sponsor 4/4/24 email attached as correspondence as proof of submission","Federal Government","eef01ada-92eb-49a6-a7ea-1148e8f9bab4",NA,NA,"4/4/2024 09:20:46 AM > 4/4/2024 09:21:43 AM > 4/4/2024 10:48:48 AM > 4/4/2024 09:21:51 AM > 4/4/2024 11:14:56 AM","Approved > Certified",NA,"40264","15536","55800","A Subrecipient","No","55800","40264","15536","55800","FY2024","240918A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"25-0313-P0001","Uncovering Alternative Materials from Abundant Resources for Next-Generation Batteries","Juhyeon Ahn","Chemical & Biomedical Engineering","Submitted to Sponsor","Department of Defense",NA,"Chemical & Biomedical Engineering",NA,NA,"Pre-proposal","25-0313",2024-11-15 12:03:00,NA,"2/5/2025 12:00:00 AM",NA,NA,"Uncovering Alternative Materials from Abundant Resources for Next-Generation Batteries","Proposal Created > Status was changed from: In Development to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded","Juhyeon Ahn > Farrell Jean Rapp","11/15/2024 12:03:47 PM > 1/6/2025 08:29:34 AM > 1/6/2025 08:29:57 AM","Preproposal was submitted in November. Routing was not required since it was just an executive summary. DARPA did not recommend submitting this proposal as a full proposal. > DARPA did not recommend submitting this proposal as a full proposal. - Letter attached.",NA,"56540dcf-0311-442f-ad55-d3fd29f6c9e0","Not Funded",NA,NA,"Not Completed",NA,NA,NA,NA,NA,"Yes",NA,NA,NA,NA,"FY2025","250313A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"23-1541-P0001","University of Wisconsin Sub-Award (Ricke)","Dana Kristen Dittoe","Animal Science","Funded","University of Wisconsin, Madison","ADD NEW","College of Agriculture, Life Sciences & Natural Resources Academic Department","7/1/2023","6/30/2024","New","23-1541",2023-06-01 04:51:00,"2462.75","6/9/2023 12:00:00 AM",NA,NA,"THE UTILIZATION OF SHORT-TERM ANTIMICROBIAL DIPS AND THEIR IMPACT ON SHELF LIFE","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded","Dana Dittoe > John Ruess > Farrell Jean Rapp","6/1/2023 04:51:12 PM > 6/1/2023 05:16:03 PM > 6/1/2023 06:02:18 PM > 6/2/2023 10:47:37 AM > 6/9/2023 09:57:35 AM > 6/9/2023 12:21:26 PM > 6/14/2023 10:56:08 AM > 2/12/2024 08:24:56 AM","see email > 6-13 > Funded.",NA,"4641a13e-e8e9-448d-9df5-19780f09620e",NA,"Approve. > Please make sure Tori Henderson and Vicky Boyles are added to view the project. > ORED Approval","6/9/2023 12:21:26 PM > 6/9/2023 10:11:27 AM > 6/9/2023 09:57:35 AM > 6/9/2023 08:43:13 AM > 6/9/2023 08:41:48 AM","Approved > Certified",NA,"2462.75","0","2462.75","A Subrecipient","No","2462.75","2462.75","0","2462.75","FY2023","231541A0001",2463,"NONE","College of Agriculture, Life Sciences & Natural Resources",0,1,0,0,0,0,0,0,1
"24-0671-P0001","Unveiling ice crystal growth in Arctic mixed-phase clouds: integrating advanced ARM remote sensing observations and direct numerical simulations (DNS)","Masanori Saito","Atmospheric Science","Submitted to Sponsor","U.S. Department of Energy",NA,"Atmospheric Science","7/1/2024","6/30/2027","New","24-0671",2024-01-03 08:30:00,"870378","2/13/2024 12:00:00 AM",NA,NA,"Unveiling ice crystal growth in Arctic mixed-phase clouds: integrating advanced ARM remote sensing observations and direct numerical simulations (DNS)","Proposal Created > Assigned to SP Proposal Administrator: John Ruess > Unassigned from SP Proposal Administrator: John Ruess > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Unassigned from SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Closed. Resolution set to: Not Funded","Masanori Saito > Tashina Lemons > Thomas Abraham Lentner > John Ruess > Farrell Jean Rapp > Inna Willis","1/3/2024 08:30:26 AM > 1/3/2024 08:54:21 AM > 1/9/2024 04:31:53 PM > 1/9/2024 04:32:00 PM > 2/5/2024 09:42:51 AM > 2/6/2024 01:08:36 PM > 2/8/2024 02:28:40 PM > 2/8/2024 02:48:05 PM > 2/8/2024 02:50:56 PM > 2/8/2024 04:11:41 PM > 2/14/2024 08:32:27 AM > 2/27/2024 10:05:13 AM > 7/9/2024 12:09:08 PM","Adding sub docs > submitted > Received an email from the sponsor on 7/9/2024 (see attachments)",NA,"ae241032-4eb7-4fdd-907f-c2a29b2ef078","Not Funded",NA,"2/8/2024 02:48:16 PM > 2/8/2024 02:50:56 PM > 2/8/2024 02:54:37 PM > 2/8/2024 04:06:46 PM > 2/8/2024 04:11:41 PM","Approved > Certified",NA,"707241","163137","870378",NA,"Yes","870378","707241","163137","870378","FY2024","240671A0001",NA,NA,"College of Engineering & Physical Sciences",0,0,0,1,0,0,0,0,1
"25-0312-P0001","Use of Virtual Reality Exergaming to Improve Outcomes in Individuals with ACL Reconstruction","Francesca Genoese","Kinesiology & Health","Submitted to Sponsor","ADD NEW",NA,"Kinesiology & Health","8/1/2025","8/1/2028","New","25-0312",2024-11-15 10:47:00,"19656","2/15/2025 12:00:00 AM",NA,"National Athletic Trainers' Association Research and Education Foundation","Virtual Reality Exergaming for Individuals with Anterior Cruciate Ligament Reconstruction","Proposal Created > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Assigned to SP Proposal Administrator: Marissa K. Gannon > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Francesca Genoese > Marissa K. Gannon > Farrell Jean Rapp","11/15/2024 10:47:16 AM > 11/15/2024 03:29:33 PM > 12/4/2024 01:17:41 PM > 2/6/2025 10:12:01 AM > 2/6/2025 03:15:14 PM > 2/6/2025 03:20:33 PM > 2/11/2025 08:35:39 AM > 2/11/2025 09:55:20 AM > 2/14/2025 02:28:17 PM","Updating form fields > submitted",NA,"d7a3cdcd-1b95-492d-9264-6a5dd18963a9",NA,"Passes pre-award checks.  Private foundation sponsor with IDC limits. > AP approves Sponsor limitation.","2/10/2025 01:01:24 PM > 2/6/2025 03:58:54 PM > 2/11/2025 08:35:39 AM > 2/11/2025 09:30:18 AM > 2/11/2025 08:45:51 AM > 2/11/2025 09:55:20 AM","Approved > Certified",NA,"17839","1787","19656",NA,"Yes","19656","17839","1787","19656","FY2025","250312A0001",NA,NA,"College of Health Sciences",0,0,0,1,0,0,0,0,1
"24-0614-P0001","Use of virtual fence to promote targeted grazing with sheep in Northern mixed grass prairies","Paulo De Mello Tavares Lima","Animal Science","Submitted to Sponsor","ADD NEW",NA,"Animal Science","5/1/2024","4/30/2026","New","24-0614",2023-11-30 04:39:00,"29993","12/7/2023 12:00:00 AM",NA,"Western SARE (Sustainable Agriculture Research and Education)","Use of virtual fence to promote targeted grazing with sheep in Northern mixed grass prairies","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Assigned to SP Proposal Administrator: John Ruess > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Paulo De Mello Tavares Lima > Tashina Lemons > John Derek Scasta > Whitney C. Stewart > Bryce William Howard > Farrell Jean Rapp","11/30/2023 04:39:08 PM > 11/30/2023 05:13:14 PM > 12/1/2023 04:19:34 PM > 12/2/2023 05:59:26 AM > 12/4/2023 12:48:27 PM > 12/5/2023 06:59:47 AM > 12/5/2023 09:47:04 AM > 12/5/2023 02:05:03 PM > 12/5/2023 02:11:38 PM > 12/6/2023 08:36:27 AM","draft review complete > Submitted to Sponsor 12-5-23",NA,"384586fe-bc44-45df-ad41-ca743a4c65f9",NA,NA,"12/5/2023 02:11:38 PM > 12/5/2023 01:40:36 PM > 12/5/2023 01:40:30 PM > 12/5/2023 09:53:11 AM > 12/5/2023 09:53:04 AM > 12/5/2023 09:47:04 AM > 12/5/2023 06:59:47 AM > 12/4/2023 12:48:27 PM > 12/4/2023 11:57:03 AM","Approved > Certified",NA,"29696","297","29993",NA,"Yes","29993","29696","297","29993","FY2024","240614A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"25-0353-P0001","Validation of Point-of-Care Molecular Testing for the Detection of Emerging Pathogens in North American Amphibians and the Global Wildlife Trade","Maria Forzan","Veterinary Science","Submitted to Sponsor","Morris Animal Foundation",NA,"Veterinary Science","7/1/2025","6/30/2028","New","25-0353",2024-12-04 10:19:00,"160316.05","1/22/2025 12:00:00 AM",NA,NA,"Validation of Point-of-Care Molecular Testing for the Detection of Emerging Pathogens in North American Amphibians and the Global Wildlife Trade","Proposal Created > Assigned to SP Proposal Administrator: Janissa Marie Analissia Martinez > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Thomas Abraham Lentner > Janissa Marie Analissia Martinez > Maria Forzan > Farrell Jean Rapp","12/4/2024 10:19:00 AM > 12/4/2024 10:43:59 AM > 1/21/2025 02:14:34 PM > 1/21/2025 02:14:49 PM > 1/21/2025 04:11:16 PM > 1/21/2025 04:51:43 PM > 1/22/2025 10:49:52 AM > 1/22/2025 12:50:43 PM","update form fields > Submitted on 01/22/2025",NA,"01e4997a-a890-4262-90e2-55001d3b9096",NA,"Passes pre-award checks > AP approved indirect cost limitation.","1/21/2025 04:47:01 PM > 1/21/2025 04:51:43 PM > 1/22/2025 06:58:26 AM > 1/21/2025 07:59:28 PM > 1/22/2025 10:49:52 AM","Approved > Certified",NA,"148440.79","11875.26","160316.05",NA,"Yes","160316.05","148440.79","11875.26","160316.05","FY2025","250353A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"23-1928-P0001","Virtual Fence + : An integrated solution to harness livestock for enhancing grazing land productivity and sustainability","Paulo De Mello Tavares Lima","Animal Science","Submitted to Sponsor","Colorado State University","National Institute of Food and Agriculture/Department of Agriculture","Animal Science","1/1/2024","12/31/2028","New","23-1928",2023-06-29 04:23:00,"890499.43","7/7/2023 12:00:00 AM",NA,NA,"Virtual Fence + : An integrated solution to harness livestock for enhancing grazing land productivity and sustainability","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Status was changed from: In Development to Closed. Resolution set to: Not Funded","Paulo De Mello Tavares Lima > John Ruess > Shauna Bury > Shauna Anne Bury > Courtney Peatross","6/29/2023 04:23:11 PM > 6/29/2023 04:43:24 PM > 6/29/2023 05:13:51 PM > 6/30/2023 11:02:30 AM > 7/6/2023 05:28:47 PM > 7/6/2023 05:36:17 PM > 9/27/2023 10:44:11 AM > 3/13/2024 10:16:19 AM","Returned proposal > Paulo,
It looks like a bunch of the final amounts didn't get updated, can you make sure the ROAM Wyo proposal matches the final version of the documents that Shauna uploaded? Regarding the delay, this is because Shaunna was the one who worked on this but she left UW shortly thereafter and this fell through the cracks, > Per PI, project was unfunded.",NA,"6d5df9ba-ab64-4a8a-841e-107c7032bfb6","Not Funded","Proposal approved. > see email","7/6/2023 05:38:47 PM > 6/29/2023 05:13:51 PM","Cancelled > Approved > Declined > Not Completed",NA,"651897.87","238601.56","890499.43","A Subrecipient","No","890499.43","651897.87","238601.56","890499.43","FY2023","231928A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"24-0577-P0001","Walking the Line: Gender, Communication, and the New Manufacturing Workplace in Appalachia","Lauren Alyssa Hayes","Anthropology","Funded","ADD NEW",NA,"Anthropology","1/1/2024","12/31/2024",NA,"24-0577",2023-11-15 12:05:00,"40000","11/27/2023 12:00:00 AM",NA,"Wenner-Gren Foundation","Walking the Line: Gender, Communication, and the New Manufacturing Workplace in Appalachia","Proposal Created > Status was changed from: In Development to Under Review > Assigned to SP Proposal Administrator: Kasi Smart > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Funded > Form was edited in 'Funded' status","Lauren Alyssa Hayes > Bryce William Howard > Farrell Jean Rapp > Tashina Lemons","11/15/2023 12:05:52 PM > 11/15/2023 12:32:47 PM > 11/15/2023 02:22:51 PM > 11/27/2023 03:00:05 PM > 11/28/2023 08:39:27 AM > 11/29/2023 03:29:14 PM > 12/6/2023 09:24:15 AM > 12/11/2024 05:31:05 PM","Previously submitted to sponsor
 > Funded.",NA,"7fb99910-3662-47ef-8e13-89cd5c399f5c",NA,"Please add Carlee Hughes to have WyoCloud access. > Fellowship application has been awarded, routing for awareness and review","11/28/2023 08:39:27 AM > 11/28/2023 08:28:58 AM > 11/27/2023 03:03:49 PM > 11/27/2023 03:00:05 PM > 11/15/2023 12:49:34 PM","Approved > Certified",NA,"40000","0","40000",NA,"Yes","40000","40000","0","40000","FY2024","240577A0001",40000,"NONE","College of Arts & Sciences",0,1,0,0,0,0,0,0,1
"25-0180-P0001","Woody plant encroachment: Impacts on sheep production systems on the Northern Mixed-Grass Prairies","Paulo De Mello Tavares Lima","Animal Science","Submitted to Sponsor","National Institute of Food and Agriculture/Department of Agriculture",NA,"Animal Science","1/6/2025","12/28/2029","New","25-0180",2024-09-30 09:16:00,"997595","10/3/2024 12:00:00 AM",NA,NA,"WOODY PLANT ENCROACHMENT: IMPACTS ON SHEEP PRODUCTION SYSTEMS ON THE NORTHERN MIXED-GRASS PRAIRIES","Proposal Created > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor","Paulo De Mello Tavares Lima > Thomas Abraham Lentner > Whitney C. Stewart > John Derek Scasta","9/30/2024 09:16:45 AM > 10/1/2024 04:34:06 PM > 10/2/2024 05:19:49 PM > 10/2/2024 05:31:27 PM > 10/2/2024 06:06:09 PM > 10/2/2024 07:47:32 PM > 10/3/2024 01:28:23 PM > 11/5/2024 02:05:55 PM > 11/5/2024 02:06:16 PM","Moving to development for review and updates. > Routing chain had outdated R&E director.  Manual approval required.  See notes and attachments. > Submitted 10/3/2024",NA,"0f1584a6-0ce7-4580-b336-049e26fa94a8",NA,"Passes Pre-award checks.  Uses approved UW budget template - costs validated.  USDA NIFA IDEAS grant application for $1mill/5years.    Standard IDC is less than 30% TFFA - standard rates apply for project.","10/2/2024 05:33:05 PM > 10/3/2024 01:28:23 PM > 10/2/2024 07:47:32 PM > 10/2/2024 06:06:09 PM > 10/3/2024 07:02:29 PM > 10/3/2024 02:19:46 PM > 10/3/2024 01:33:12 PM > 10/3/2024 01:33:04 PM","Approved > Certified > Not Completed",NA,"711282","286313","997595",NA,"Yes","997595","711282","286313","997595","FY2025","250180A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,1,0,0,0,0,1
"25-0309-P0001","Wyoming Game and Fish NAHLN Subaward","Alexandra Brower","Wyoming State Veterinary Laboratory","Under Consideration","Wyoming Game and Fish Department","Animal and Plant Health Inspection Service/Department of Agriculture","Wyoming State Veterinary Laboratory","11/22/2024","5/31/2025","New","25-0309",2024-11-12 02:07:00,"40000","11/22/2024 12:00:00 AM",NA,NA,"Wyoming Game and Fish NAHLN Subaward","Proposal Created > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: In Development to Under Review > Certified > Status was changed from: Under Review to Approved > Status was changed from: Approved to Submitted to Sponsor > Status was changed from: Submitted to Sponsor to Under Consideration","Alexandra Brower > Thomas Abraham Lentner > Farrell Jean Rapp","11/12/2024 02:07:45 PM > 11/20/2024 02:22:53 PM > 12/9/2024 03:26:38 PM > 12/19/2024 11:49:29 AM > 1/27/2025 04:49:51 PM > 1/29/2025 05:24:54 PM > 1/29/2025 05:25:08 PM","Unsolicited Contract with SOW and agreement. > Award shell set up 01/29/2025",NA,"4ff4ee8f-7933-42dd-a4c2-e79b4fbccb25",NA,"USDA NAHLN subaward through WY F&G.  Terms and conditions passthrough to UW.  See notes and attachments for details. > Approve.","12/9/2024 03:28:40 PM > 12/19/2024 11:49:29 AM > 1/27/2025 04:37:36 PM > 12/19/2024 11:51:26 AM > 1/27/2025 04:49:51 PM","Approved > Certified",NA,"40000","0","40000","A Subrecipient","No","40000","40000","0","40000","FY2025","250309A0001",NA,NA,"College of Agriculture, Life Sciences & Natural Resources",0,0,0,0,0,1,0,0,0
"25-0264-P0001","Wyoming Youth Environmental Engagement and Empowerment Initiative","Melanie Armstrong","Haub School of Environment & Natural Resources","Submitted to Sponsor","Environmental Protection Agency",NA,"Haub School of Environment & Natural Resources","9/1/2025","8/31/2028","New","25-0264",2024-10-28 10:01:00,"2998082","11/21/2024 12:00:00 AM",NA,NA,"Wyoming Youth Environmental Engagement and Empowerment Initiative:  Beginning a Climate Conversation in the Rural West","Proposal Created > Assigned to SP Proposal Administrator: Thomas Abraham Lentner > Status was changed from: In Development to Under Review > Status was changed from: Under Review to In Development > Certified > Form was edited in 'Under Review' status > Status was changed from: Under Review to Approved > Form was edited in 'Approved' status > Status was changed from: Approved to Submitted to Sponsor","Shawn A Bunning > Janissa Marie Analissia Martinez > Thomas Abraham Lentner > Corrine Noel Knapp > Melanie Armstrong > Jeffrey D. Hamerlinck > Gabrielle Dawn Allen > Farrell Jean Rapp","10/28/2024 10:01:47 AM > 11/7/2024 09:10:47 AM > 11/19/2024 02:15:39 AM > 11/19/2024 12:17:56 PM > 11/19/2024 12:21:21 PM > 11/19/2024 12:26:14 PM > 11/19/2024 02:09:35 PM > 11/19/2024 03:58:56 PM > 11/19/2024 04:34:58 PM > 11/19/2024 05:03:50 PM > 11/19/2024 05:15:36 PM > 11/20/2024 12:43:18 PM > 11/20/2024 03:18:35 PM > 11/20/2024 03:47:50 PM > 11/20/2024 03:49:29 PM > 11/21/2024 10:27:20 AM > 11/21/2024 08:14:52 PM","updating subrecipient info for routing > Submitted 11/21/2024 GRANT14308340",NA,"c80dbda2-523e-4f41-a419-39b077c84b9c",NA,"No IDC return is coming to SoC/CEPS, although there seem to be project activities at SoC (summer sal, postdoc, student, equipment purchasing). Please fix IDC to be appropriate for project activities. Please include the budget justification to be able to understand better the project activities -- at the moment am just guessing from the budget. Thanks, Gabrielle > Passes pre-award checks.  IDC limited to 20% of federal funds requested - but with exemptions, full applicable indirect cost rate (34%) is used in this budget. > Updated IDC based on feedback from project team.  Budget spreadsheet included in attachments.  Project team is preparing budget justification - should be available by morning of 11/20/2024 > IDC rate is 34% since it is less than the 20% TFFA that is allowed by the sponsor.","11/19/2024 04:34:59 PM > 11/19/2024 03:58:56 PM > 11/19/2024 02:09:35 PM > 11/19/2024 12:26:14 PM > 11/19/2024 12:22:26 PM > 11/19/2024 05:06:03 PM > 11/20/2024 03:18:35 PM > 11/20/2024 12:43:18 PM > 11/19/2024 05:15:36 PM > 11/20/2024 03:23:56 PM > 11/20/2024 03:23:51 PM > 11/20/2024 03:23:45 PM > 11/20/2024 03:22:51 PM > 11/20/2024 03:49:29 PM","Declined > Certified > Approved",NA,"2460236","537845","2998082",NA,"Yes","2998082","2460236","537845","2998082","FY2025","250264A0001",NA,NA,"Haub School of Environment & Natural Resources",0,0,0,1,0,0,0,0,1
